BitRate, ServerBitRate, BitsPerPixel, PlayTime, BufferTime, ConnectTime, LagTime, LagRatio, AvgDelay, SegPlayed, SegDropped, BufferEvents, CSR
776.53, 858.45, 0.17, 115.13, 9.92, 2.92, 12.84, 0.11, 13.79, 29, 0, 7, 2368.97
